atemp,casual,count,datetime,holiday,humidity,registered,season,temp,weather,windspeed,workingday
26.515,,,2011-04-23 19:00:00,0,83,,2,22.96,1,19.0012,0
25.76,,,2011-04-23 20:00:00,0,88,,2,22.14,2,16.9979,0
26.515,,,2011-04-23 21:00:00,0,83,,2,22.96,2,19.0012,0
27.275,,,2011-04-23 22:00:00,0,78,,2,23.78,2,16.9979,0
25.76,,,2011-04-23 23:00:00,0,88,,2,22.14,2,11.0014,0
25.0,,,2011-04-24 00:00:00,0,83,,2,21.32,1,15.0013,0
24.24,,,2011-04-24 01:00:00,0,88,,2,20.5,1,12.998,0
24.24,,,2011-04-24 02:00:00,0,88,,2,20.5,1,12.998,0
24.24,,,2011-04-24 03:00:00,0,94,,2,20.5,1,6.0032,0
24.24,,,2011-04-24 04:00:00,0,94,,2,20.5,1,6.0032,0
24.24,,,2011-04-24 05:00:00,0,94,,2,20.5,1,6.0032,0
24.24,,,2011-04-24 06:00:00,0,100,,2,20.5,2,0.0,0
24.24,,,2011-04-24 07:00:00,0,100,,2,20.5,2,0.0,0
25.0,,,2011-04-24 08:00:00,0,94,,2,21.32,1,15.0013,0
26.515,,,2011-04-24 09:00:00,0,88,,2,22.96,1,16.9979,0
28.79,,,2011-04-24 10:00:00,0,78,,2,24.6,1,11.0014,0
31.06,,,2011-04-24 11:00:00,0,65,,2,27.06,1,8.9981,0
31.82,,,2011-04-24 12:00:00,0,65,,2,27.88,1,16.9979,0
32.575,,,2011-04-24 13:00:00,0,58,,2,28.7,1,19.0012,0
32.575,,,2011-04-24 14:00:00,0,54,,2,28.7,1,22.0028,0
31.06,,,2011-04-24 15:00:00,0,61,,2,27.06,1,16.9979,0
33.335,,,2011-04-24 16:00:00,0,48,,2,30.34,1,26.0027,0
31.06,,,2011-04-24 17:00:00,0,65,,2,27.06,1,19.9995,0
30.305,,,2011-04-24 18:00:00,0,69,,2,26.24,1,11.0014,0
28.03,,,2011-04-24 19:00:00,0,83,,2,24.6,3,19.0012,0
28.03,,,2011-04-24 20:00:00,0,83,,2,24.6,3,19.0012,0
25.76,,,2011-04-24 21:00:00,0,94,,2,22.14,3,11.0014,0
25.76,,,2011-04-24 22:00:00,0,100,,2,22.14,3,11.0014,0
25.76,,,2011-04-24 23:00:00,0,100,,2,22.14,3,6.0032,0
25.0,,,2011-04-25 00:00:00,0,100,,2,21.32,3,0.0,1
25.76,,,2011-04-25 01:00:00,0,100,,2,22.14,1,6.0032,1
25.76,,,2011-04-25 02:00:00,0,100,,2,22.14,1,6.0032,1
24.24,,,2011-04-25 03:00:00,0,100,,2,20.5,2,7.0015,1
25.0,,,2011-04-25 04:00:00,0,100,,2,21.32,2,0.0,1
22.725,,,2011-04-25 05:00:00,0,100,,2,18.86,2,0.0,1
24.24,,,2011-04-25 06:00:00,0,100,,2,20.5,2,0.0,1
25.0,,,2011-04-25 07:00:00,0,100,,2,21.32,2,6.0032,1
26.515,,,2011-04-25 08:00:00,0,88,,2,22.96,1,7.0015,1
28.03,,,2011-04-25 09:00:00,0,83,,2,24.6,1,8.9981,1
30.305,,,2011-04-25 10:00:00,0,73,,2,26.24,1,15.0013,1
30.305,,,2011-04-25 11:00:00,0,73,,2,26.24,1,15.0013,1
31.06,,,2011-04-25 12:00:00,0,74,,2,27.06,1,16.9979,1
32.575,,,2011-04-25 13:00:00,0,65,,2,28.7,1,15.0013,1
33.335,,,2011-04-25 14:00:00,0,54,,2,29.52,1,15.0013,1
33.335,,,2011-04-25 15:00:00,0,51,,2,30.34,1,15.0013,1
32.575,,,2011-04-25 16:00:00,0,54,,2,28.7,1,23.9994,1
32.575,,,2011-04-25 17:00:00,0,54,,2,28.7,1,19.9995,1
31.82,,,2011-04-25 18:00:00,0,57,,2,27.88,1,23.9994,1
31.06,,,2011-04-25 19:00:00,0,57,,2,27.06,1,22.0028,1
31.06,,,2011-04-25 20:00:00,0,61,,2,27.06,1,19.0012,1
30.305,,,2011-04-25 21:00:00,0,69,,2,25.42,1,16.9979,1
29.545,,,2011-04-25 22:00:00,0,73,,2,24.6,1,19.9995,1
27.275,,,2011-04-25 23:00:00,0,78,,2,23.78,1,19.0012,1
30.305,,,2011-04-26 00:00:00,0,69,,2,25.42,1,19.0012,1
29.545,,,2011-04-26 01:00:00,0,73,,2,25.42,1,19.0012,1
26.515,,,2011-04-26 02:00:00,0,83,,2,22.96,1,22.0028,1
25.76,,,2011-04-26 03:00:00,0,88,,2,22.14,1,19.0012,1
26.515,,,2011-04-26 04:00:00,0,83,,2,22.96,1,16.9979,1
25.76,,,2011-04-26 05:00:00,0,88,,2,22.14,1,16.9979,1
26.515,,,2011-04-26 06:00:00,0,88,,2,22.96,1,15.0013,1
27.275,,,2011-04-26 07:00:00,0,83,,2,23.78,1,19.9995,1
27.275,,,2011-04-26 08:00:00,0,83,,2,23.78,1,19.9995,1
30.305,,,2011-04-26 09:00:00,0,73,,2,26.24,1,23.9994,1
31.06,,,2011-04-26 10:00:00,0,69,,2,27.06,1,23.9994,1
31.82,,,2011-04-26 11:00:00,0,65,,2,27.88,1,26.0027,1
32.575,,,2011-04-26 12:00:00,0,61,,2,28.7,1,27.9993,1
33.335,,,2011-04-26 13:00:00,0,51,,2,30.34,1,30.0026,1
33.335,,,2011-04-26 14:00:00,0,58,,2,29.52,1,22.0028,1
32.575,,,2011-04-26 15:00:00,0,61,,2,28.7,1,23.9994,1
32.575,,,2011-04-26 16:00:00,0,58,,2,28.7,1,26.0027,1
31.82,,,2011-04-26 17:00:00,0,61,,2,27.88,1,23.9994,1
31.82,,,2011-04-26 18:00:00,0,65,,2,27.88,1,30.0026,1
30.305,,,2011-04-26 19:00:00,0,73,,2,26.24,1,27.9993,1
30.305,,,2011-04-26 20:00:00,0,73,,2,26.24,1,23.9994,1
29.545,,,2011-04-26 21:00:00,0,78,,2,25.42,1,19.0012,1
28.03,,,2011-04-26 22:00:00,0,83,,2,24.6,2,12.998,1
28.03,,,2011-04-26 23:00:00,0,83,,2,24.6,2,15.0013,1
28.03,,,2011-04-27 00:00:00,0,83,,2,24.6,1,15.0013,1
28.03,,,2011-04-27 01:00:00,0,83,,2,24.6,1,16.9979,1
27.275,,,2011-04-27 02:00:00,0,88,,2,23.78,1,16.9979,1
27.275,,,2011-04-27 03:00:00,0,88,,2,23.78,2,19.0012,1
26.515,,,2011-04-27 04:00:00,0,94,,2,22.96,1,15.0013,1
26.515,,,2011-04-27 05:00:00,0,94,,2,22.96,2,16.9979,1
26.515,,,2011-04-27 06:00:00,0,94,,2,22.96,1,16.9979,1
27.275,,,2011-04-27 07:00:00,0,88,,2,23.78,2,19.0012,1
27.275,,,2011-04-27 08:00:00,0,88,,2,23.78,2,22.0028,1
27.275,,,2011-04-27 09:00:00,0,88,,2,24.6,2,27.9993,1
28.79,,,2011-04-27 10:00:00,0,83,,2,25.42,2,19.0012,1
29.545,,,2011-04-27 11:00:00,0,78,,2,26.24,2,19.0012,1
30.305,,,2011-04-27 12:00:00,0,78,,2,27.06,1,22.0028,1
29.545,,,2011-04-27 13:00:00,0,78,,2,26.24,1,19.9995,1
31.82,,,2011-04-27 14:00:00,0,74,,2,27.88,1,19.0012,1
32.575,,,2011-04-27 15:00:00,0,65,,2,28.7,1,32.9975,1
32.575,,,2011-04-27 16:00:00,0,70,,2,28.7,1,26.0027,1
30.305,,,2011-04-27 17:00:00,0,83,,2,27.06,3,26.0027,1
30.305,,,2011-04-27 18:00:00,0,83,,2,27.06,3,26.0027,1
29.545,,,2011-04-27 19:00:00,0,78,,2,25.42,1,19.0012,1
28.79,,,2011-04-27 20:00:00,0,83,,2,26.24,1,22.0028,1
28.03,,,2011-04-27 21:00:00,0,88,,2,25.42,1,19.0012,1
28.03,,,2011-04-27 22:00:00,0,88,,2,25.42,2,22.0028,1
28.03,,,2011-04-27 23:00:00,0,88,,2,25.42,2,23.9994,1
29.545,,,2011-04-28 00:00:00,0,78,,2,26.24,1,23.9994,1
28.79,,,2011-04-28 01:00:00,0,83,,2,25.42,2,26.0027,1
28.79,,,2011-04-28 02:00:00,0,83,,2,25.42,2,30.0026,1
29.545,,,2011-04-28 03:00:00,0,78,,2,26.24,2,26.0027,1
28.79,,,2011-04-28 04:00:00,0,83,,2,25.42,2,27.9993,1
28.79,,,2011-04-28 05:00:00,0,83,,2,25.42,2,26.0027,1
29.545,,,2011-04-28 06:00:00,0,78,,2,26.24,2,31.0009,1
29.545,,,2011-04-28 07:00:00,0,78,,2,26.24,2,30.0026,1
30.305,,,2011-04-28 08:00:00,0,78,,2,27.06,2,30.0026,1
28.03,,,2011-04-28 09:00:00,0,88,,2,25.42,3,22.0028,1
28.03,,,2011-04-28 10:00:00,0,88,,2,25.42,2,19.0012,1
28.79,,,2011-04-28 11:00:00,0,83,,2,25.42,2,19.0012,1
29.545,,,2011-04-28 12:00:00,0,78,,2,25.42,2,16.9979,1
28.79,,,2011-04-28 13:00:00,0,83,,2,25.42,2,19.9995,1
28.79,,,2011-04-28 14:00:00,0,83,,2,25.42,1,19.9995,1
31.06,,,2011-04-28 15:00:00,0,69,,2,27.06,1,22.0028,1
29.545,,,2011-04-28 16:00:00,0,78,,2,25.42,1,16.9979,1
31.06,,,2011-04-28 17:00:00,0,47,,2,26.24,1,23.9994,1
31.06,,,2011-04-28 18:00:00,0,47,,2,26.24,1,23.9994,1
31.06,,,2011-04-28 19:00:00,0,43,,2,25.42,1,19.9995,1
27.275,,,2011-04-28 20:00:00,0,43,,2,23.78,1,15.0013,1
26.515,,,2011-04-28 21:00:00,0,46,,2,22.96,1,8.9981,1
25.76,,,2011-04-28 22:00:00,0,45,,2,22.14,1,11.0014,1
25.76,,,2011-04-28 23:00:00,0,39,,2,22.14,1,6.0032,1
25.0,,,2011-04-29 00:00:00,0,39,,2,21.32,1,19.0012,1
24.24,,,2011-04-29 01:00:00,0,45,,2,20.5,1,6.0032,1
22.725,,,2011-04-29 02:00:00,0,63,,2,18.86,1,7.0015,1
22.725,,,2011-04-29 03:00:00,0,59,,2,18.86,1,6.0032,1
22.725,,,2011-04-29 04:00:00,0,51,,2,18.86,1,8.9981,1
22.725,,,2011-04-29 05:00:00,0,47,,2,18.86,1,8.9981,1
24.24,,,2011-04-29 06:00:00,0,45,,2,20.5,1,19.0012,1
25.0,,,2011-04-29 07:00:00,0,42,,2,21.32,1,12.998,1
25.76,,,2011-04-29 08:00:00,0,39,,2,22.14,1,19.9995,1
25.76,,,2011-04-29 09:00:00,0,39,,2,22.14,1,22.0028,1
26.515,,,2011-04-29 10:00:00,0,40,,2,22.96,1,19.0012,1
31.06,,,2011-04-29 11:00:00,0,38,,2,24.6,1,15.0013,1
26.515,,,2011-04-29 12:00:00,0,37,,2,22.96,1,19.0012,1
26.515,,,2011-04-29 13:00:00,0,37,,2,22.96,1,19.9995,1
31.06,,,2011-04-29 14:00:00,0,35,,2,24.6,1,22.0028,1
26.515,,,2011-04-29 15:00:00,0,40,,2,22.96,2,19.9995,1
25.76,,,2011-04-29 16:00:00,0,42,,2,22.14,2,23.9994,1
25.0,,,2011-04-29 17:00:00,0,45,,2,21.32,2,26.0027,1
25.0,,,2011-04-29 18:00:00,0,48,,2,21.32,1,23.9994,1
22.725,,,2011-04-29 19:00:00,0,55,,2,18.86,1,22.0028,1
23.485,,,2011-04-29 20:00:00,0,48,,2,19.68,1,15.0013,1
22.725,,,2011-04-29 21:00:00,0,51,,2,18.86,1,12.998,1
21.21,,,2011-04-29 22:00:00,0,58,,2,17.22,1,11.0014,1
21.97,,,2011-04-29 23:00:00,0,54,,2,18.04,2,6.0032,1
21.97,,,2011-04-30 00:00:00,0,54,,2,18.04,2,16.9979,0
21.97,,,2011-04-30 01:00:00,0,54,,2,18.04,2,11.0014,0
21.97,,,2011-04-30 02:00:00,0,54,,2,18.04,2,15.0013,0
21.21,,,2011-04-30 03:00:00,0,54,,2,17.22,2,12.998,0
21.21,,,2011-04-30 04:00:00,0,54,,2,17.22,2,15.0013,0
21.21,,,2011-04-30 05:00:00,0,54,,2,17.22,1,26.0027,0
20.455,,,2011-04-30 06:00:00,0,58,,2,16.4,1,19.0012,0
20.455,,,2011-04-30 07:00:00,0,54,,2,16.4,1,26.0027,0
20.455,,,2011-04-30 08:00:00,0,54,,2,16.4,1,19.9995,0
21.97,,,2011-04-30 09:00:00,0,51,,2,18.04,1,23.9994,0
23.485,,,2011-04-30 10:00:00,0,44,,2,19.68,1,26.0027,0
24.24,,,2011-04-30 11:00:00,0,42,,2,20.5,1,23.9994,0
25.0,,,2011-04-30 12:00:00,0,42,,2,21.32,1,26.0027,0
25.76,,,2011-04-30 13:00:00,0,39,,2,22.14,1,19.9995,0
25.76,,,2011-04-30 14:00:00,0,39,,2,22.14,1,15.0013,0
26.515,,,2011-04-30 15:00:00,0,37,,2,22.96,1,8.9981,0
27.275,,,2011-04-30 16:00:00,0,37,,2,23.78,1,12.998,0
26.515,,,2011-04-30 17:00:00,0,43,,2,22.96,1,8.9981,0
25.76,,,2011-04-30 18:00:00,0,43,,2,22.14,1,8.9981,0
25.76,,,2011-04-30 19:00:00,0,43,,2,22.14,1,8.9981,0
21.97,,,2011-04-30 20:00:00,0,62,,2,18.04,1,8.9981,0
21.97,,,2011-04-30 21:00:00,0,62,,2,18.04,1,8.9981,0
21.97,,,2011-04-30 22:00:00,0,67,,2,18.04,1,7.0015,0
21.97,,,2011-04-30 23:00:00,0,67,,2,18.04,1,7.0015,0
21.21,19.0,96.0,2011-05-01 00:00:00,0,67,77.0,2,17.22,1,6.0032,0
21.21,9.0,59.0,2011-05-01 01:00:00,0,69,50.0,2,17.22,1,7.0015,0
21.21,7.0,50.0,2011-05-01 02:00:00,0,77,43.0,2,17.22,1,7.0015,0
20.455,8.0,23.0,2011-05-01 03:00:00,0,82,15.0,2,16.4,1,7.0015,0
20.455,6.0,17.0,2011-05-01 04:00:00,0,76,11.0,2,16.4,1,7.0015,0
20.455,0.0,10.0,2011-05-01 05:00:00,0,82,10.0,2,16.4,1,6.0032,0
20.455,4.0,13.0,2011-05-01 06:00:00,0,82,9.0,2,16.4,2,6.0032,0
21.21,7.0,33.0,2011-05-01 07:00:00,0,77,26.0,2,17.22,2,6.0032,0
21.97,16.0,59.0,2011-05-01 08:00:00,0,77,43.0,2,18.04,2,8.9981,0
22.725,45.0,141.0,2011-05-01 09:00:00,0,72,96.0,2,18.86,2,8.9981,0
23.485,109.0,264.0,2011-05-01 10:00:00,0,63,155.0,2,19.68,2,12.998,0
22.725,109.0,250.0,2011-05-01 11:00:00,0,82,141.0,2,18.86,1,7.0015,0
23.485,109.0,281.0,2011-05-01 12:00:00,0,77,172.0,2,19.68,2,7.0015,0
24.24,123.0,332.0,2011-05-01 13:00:00,0,63,209.0,2,20.5,2,11.0014,0
24.24,85.0,238.0,2011-05-01 14:00:00,0,68,153.0,2,20.5,2,7.0015,0
24.24,113.0,266.0,2011-05-01 15:00:00,0,72,153.0,2,20.5,2,0.0,0
24.24,75.0,214.0,2011-05-01 16:00:00,0,72,139.0,2,20.5,2,12.998,0
23.485,60.0,196.0,2011-05-01 17:00:00,0,82,136.0,2,19.68,2,16.9979,0
22.725,33.0,159.0,2011-05-01 18:00:00,0,82,126.0,2,18.86,2,6.0032,0
22.725,47.0,178.0,2011-05-01 19:00:00,0,84,131.0,2,18.86,2,7.0015,0
22.725,35.0,121.0,2011-05-01 20:00:00,0,82,86.0,2,18.86,2,0.0,0
22.725,23.0,105.0,2011-05-01 21:00:00,0,82,82.0,2,18.86,2,0.0,0
22.725,32.0,100.0,2011-05-01 22:00:00,0,82,68.0,2,18.86,2,0.0,0
22.725,64.0,146.0,2011-05-01 23:00:00,0,77,82.0,2,18.86,1,12.998,0
22.725,68.0,177.0,2011-05-02 00:00:00,0,72,109.0,2,18.86,1,8.9981,1
22.725,41.0,114.0,2011-05-02 01:00:00,0,72,73.0,2,18.86,1,8.9981,1
21.97,16.0,35.0,2011-05-02 02:00:00,0,77,19.0,2,18.04,2,15.0013,1
21.97,9.0,16.0,2011-05-02 03:00:00,0,77,7.0,2,18.04,1,8.9981,1
21.97,9.0,17.0,2011-05-02 04:00:00,0,77,8.0,2,18.04,1,11.0014,1
21.97,4.0,20.0,2011-05-02 05:00:00,0,77,16.0,2,18.04,2,8.9981,1
21.97,3.0,62.0,2011-05-02 06:00:00,0,88,59.0,2,18.04,1,7.0015,1
22.725,16.0,209.0,2011-05-02 07:00:00,0,82,193.0,2,18.86,2,22.0028,1
23.485,21.0,371.0,2011-05-02 08:00:00,0,77,350.0,2,19.68,2,15.0013,1
24.24,41.0,172.0,2011-05-02 09:00:00,0,77,131.0,2,20.5,2,19.0012,1
25.76,31.0,108.0,2011-05-02 10:00:00,0,77,77.0,2,22.14,2,15.0013,1
27.275,34.0,130.0,2011-05-02 11:00:00,0,73,96.0,2,23.78,1,19.9995,1
30.305,40.0,187.0,2011-05-02 12:00:00,0,69,147.0,2,25.42,1,15.0013,1
30.305,51.0,170.0,2011-05-02 13:00:00,0,69,119.0,2,25.42,2,12.998,1
30.305,48.0,181.0,2011-05-02 14:00:00,0,69,133.0,2,26.24,1,15.0013,1
31.06,45.0,155.0,2011-05-02 15:00:00,0,61,110.0,2,27.06,1,12.998,1
31.06,49.0,269.0,2011-05-02 16:00:00,0,61,220.0,2,27.06,1,15.0013,1
31.06,65.0,537.0,2011-05-02 17:00:00,0,65,472.0,2,27.06,1,12.998,1
30.305,68.0,518.0,2011-05-02 18:00:00,0,65,450.0,2,26.24,2,12.998,1
30.305,46.0,314.0,2011-05-02 19:00:00,0,69,268.0,2,25.42,2,8.9981,1
30.305,44.0,218.0,2011-05-02 20:00:00,0,69,174.0,2,25.42,2,8.9981,1
29.545,54.0,232.0,2011-05-02 21:00:00,0,73,178.0,2,24.6,2,7.0015,1
29.545,28.0,125.0,2011-05-02 22:00:00,0,73,97.0,2,24.6,2,0.0,1
26.515,16.0,64.0,2011-05-02 23:00:00,0,83,48.0,2,22.96,2,12.998,1
26.515,0.0,16.0,2011-05-03 00:00:00,0,83,16.0,2,22.96,2,15.0013,1
26.515,0.0,14.0,2011-05-03 01:00:00,0,78,14.0,2,22.96,2,16.9979,1
26.515,0.0,5.0,2011-05-03 02:00:00,0,78,5.0,2,22.96,2,16.9979,1
25.76,0.0,2.0,2011-05-03 03:00:00,0,83,2.0,2,22.14,1,19.0012,1
25.0,3.0,4.0,2011-05-03 04:00:00,0,88,1.0,2,21.32,1,15.0013,1
25.0,0.0,14.0,2011-05-03 05:00:00,0,88,14.0,2,21.32,1,8.9981,1
25.0,7.0,109.0,2011-05-03 06:00:00,0,94,102.0,2,21.32,2,11.0014,1
25.76,17.0,265.0,2011-05-03 07:00:00,0,88,248.0,2,22.14,2,15.0013,1
26.515,24.0,459.0,2011-05-03 08:00:00,0,83,435.0,2,22.96,2,19.0012,1
28.79,29.0,186.0,2011-05-03 09:00:00,0,78,157.0,2,24.6,2,23.9994,1
30.305,36.0,127.0,2011-05-03 10:00:00,0,69,91.0,2,26.24,2,23.9994,1
31.06,20.0,140.0,2011-05-03 11:00:00,0,65,120.0,2,27.06,2,22.0028,1
31.82,48.0,217.0,2011-05-03 12:00:00,0,61,169.0,2,27.88,2,32.9975,1
32.575,50.0,194.0,2011-05-03 13:00:00,0,58,144.0,2,28.7,2,40.9973,1
32.575,36.0,158.0,2011-05-03 14:00:00,0,58,122.0,2,28.7,2,35.0008,1
32.575,37.0,154.0,2011-05-03 15:00:00,0,58,117.0,2,28.7,2,30.0026,1
33.335,46.0,271.0,2011-05-03 16:00:00,0,54,225.0,2,29.52,1,31.0009,1
32.575,53.0,517.0,2011-05-03 17:00:00,0,54,464.0,2,28.7,1,31.0009,1
32.575,59.0,544.0,2011-05-03 18:00:00,0,48,485.0,2,28.7,1,27.9993,1
31.82,42.0,365.0,2011-05-03 19:00:00,0,57,323.0,2,27.88,1,23.9994,1
31.06,28.0,290.0,2011-05-03 20:00:00,0,61,262.0,2,27.06,1,12.998,1
31.06,42.0,225.0,2011-05-03 21:00:00,0,61,183.0,2,26.24,2,30.0026,1
27.275,14.0,113.0,2011-05-03 22:00:00,0,60,99.0,2,23.78,2,26.0027,1
26.515,12.0,62.0,2011-05-03 23:00:00,0,68,50.0,2,22.96,2,22.0028,1
25.0,5.0,27.0,2011-05-04 00:00:00,0,77,22.0,2,21.32,3,11.0014,1
24.24,1.0,7.0,2011-05-04 01:00:00,0,82,6.0,2,20.5,3,19.0012,1
24.24,0.0,4.0,2011-05-04 02:00:00,0,82,4.0,2,20.5,3,19.0012,1
21.21,0.0,1.0,2011-05-04 03:00:00,0,88,1.0,2,17.22,3,35.0008,1
19.695,1.0,3.0,2011-05-04 04:00:00,0,94,2.0,2,15.58,3,22.0028,1
16.665,1.0,9.0,2011-05-04 05:00:00,0,87,8.0,2,14.76,3,22.0028,1
15.15,0.0,21.0,2011-05-04 06:00:00,0,93,21.0,2,13.94,3,26.0027,1
15.15,6.0,52.0,2011-05-04 07:00:00,0,93,46.0,2,13.94,3,23.9994,1
15.15,5.0,79.0,2011-05-04 08:00:00,0,93,74.0,2,13.94,3,26.0027,1
15.15,5.0,40.0,2011-05-04 09:00:00,0,93,35.0,2,13.94,3,23.9994,1
15.91,5.0,31.0,2011-05-04 10:00:00,0,93,26.0,2,13.94,2,19.0012,1
20.455,3.0,72.0,2011-05-04 11:00:00,0,82,69.0,2,16.4,1,22.0028,1
21.97,19.0,124.0,2011-05-04 12:00:00,0,62,105.0,2,18.04,2,23.9994,1
22.725,15.0,143.0,2011-05-04 13:00:00,0,59,128.0,2,18.86,2,30.0026,1
24.24,13.0,107.0,2011-05-04 14:00:00,0,51,94.0,2,20.5,1,26.0027,1
23.485,22.0,129.0,2011-05-04 15:00:00,0,51,107.0,2,19.68,1,27.9993,1
24.24,22.0,195.0,2011-05-04 16:00:00,0,45,173.0,2,20.5,1,31.0009,1
20.455,22.0,410.0,2011-05-04 17:00:00,0,71,388.0,2,16.4,1,16.9979,1
21.21,29.0,396.0,2011-05-04 18:00:00,0,67,367.0,2,17.22,1,16.9979,1
21.21,30.0,296.0,2011-05-04 19:00:00,0,58,266.0,2,17.22,1,23.9994,1
20.455,17.0,191.0,2011-05-04 20:00:00,0,62,174.0,2,16.4,1,22.0028,1
20.455,17.0,150.0,2011-05-04 21:00:00,0,62,133.0,2,16.4,1,11.0014,1
19.695,9.0,89.0,2011-05-04 22:00:00,0,62,80.0,2,15.58,1,15.0013,1
17.425,8.0,57.0,2011-05-04 23:00:00,0,62,49.0,2,14.76,1,15.0013,1
17.425,4.0,27.0,2011-05-05 00:00:00,0,66,23.0,2,14.76,1,12.998,1
16.665,4.0,10.0,2011-05-05 01:00:00,0,71,6.0,2,13.94,1,12.998,1
15.91,1.0,5.0,2011-05-05 02:00:00,0,66,4.0,2,13.94,1,15.0013,1
15.91,0.0,4.0,2011-05-05 03:00:00,0,66,4.0,2,13.94,1,16.9979,1
15.91,4.0,7.0,2011-05-05 04:00:00,0,66,3.0,2,13.94,1,16.9979,1
15.91,1.0,30.0,2011-05-05 05:00:00,0,66,29.0,2,13.94,1,16.9979,1
15.91,3.0,89.0,2011-05-05 06:00:00,0,66,86.0,2,13.94,1,16.9979,1
19.695,16.0,271.0,2011-05-05 07:00:00,0,58,255.0,2,15.58,1,16.9979,1
21.21,25.0,440.0,2011-05-05 08:00:00,0,50,415.0,2,17.22,1,16.9979,1
22.725,20.0,184.0,2011-05-05 09:00:00,0,44,164.0,2,18.86,1,19.0012,1
24.24,30.0,128.0,2011-05-05 10:00:00,0,39,98.0,2,20.5,1,19.0012,1
25.0,43.0,148.0,2011-05-05 11:00:00,0,36,105.0,2,21.32,1,30.0026,1
25.0,27.0,196.0,2011-05-05 12:00:00,0,34,169.0,2,21.32,1,23.9994,1
25.76,50.0,192.0,2011-05-05 13:00:00,0,30,142.0,2,22.14,1,39.0007,1
25.76,19.0,154.0,2011-05-05 14:00:00,0,28,135.0,2,22.14,1,30.0026,1
26.515,27.0,147.0,2011-05-05 15:00:00,0,26,120.0,2,22.96,1,32.9975,1
27.275,36.0,269.0,2011-05-05 16:00:00,0,24,233.0,2,23.78,1,27.9993,1
26.515,66.0,533.0,2011-05-05 17:00:00,0,26,467.0,2,22.96,1,26.0027,1
26.515,64.0,520.0,2011-05-05 18:00:00,0,26,456.0,2,22.96,1,19.0012,1
25.76,56.0,361.0,2011-05-05 19:00:00,0,28,305.0,2,22.14,1,15.0013,1
24.24,33.0,258.0,2011-05-05 20:00:00,0,34,225.0,2,20.5,1,11.0014,1
24.24,39.0,180.0,2011-05-05 21:00:00,0,36,141.0,2,20.5,1,12.998,1
23.485,30.0,165.0,2011-05-05 22:00:00,0,39,135.0,2,19.68,1,12.998,1
22.725,16.0,115.0,2011-05-05 23:00:00,0,41,99.0,2,18.86,1,12.998,1
21.97,13.0,56.0,2011-05-06 00:00:00,0,44,43.0,2,18.04,1,11.0014,1
20.455,8.0,32.0,2011-05-06 01:00:00,0,62,24.0,2,16.4,1,11.0014,1
19.695,1.0,16.0,2011-05-06 02:00:00,0,62,15.0,2,15.58,1,7.0015,1
18.18,3.0,9.0,2011-05-06 03:00:00,0,71,6.0,2,14.76,1,7.0015,1
18.18,0.0,1.0,2011-05-06 04:00:00,0,71,1.0,2,14.76,1,7.0015,1
17.425,0.0,16.0,2011-05-06 05:00:00,0,81,16.0,2,13.94,1,7.0015,1
18.18,8.0,82.0,2011-05-06 06:00:00,0,81,74.0,2,14.76,1,6.0032,1
20.455,20.0,222.0,2011-05-06 07:00:00,0,82,202.0,2,16.4,1,0.0,1
21.21,35.0,450.0,2011-05-06 08:00:00,0,77,415.0,2,17.22,1,16.9979,1
22.725,27.0,188.0,2011-05-06 09:00:00,0,67,161.0,2,18.86,1,19.0012,1
25.76,30.0,127.0,2011-05-06 10:00:00,0,49,97.0,2,22.14,2,22.0028,1
25.76,42.0,165.0,2011-05-06 11:00:00,0,49,123.0,2,22.14,2,22.0028,1
26.515,48.0,246.0,2011-05-06 12:00:00,0,49,198.0,2,22.96,1,23.9994,1
27.275,71.0,253.0,2011-05-06 13:00:00,0,40,182.0,2,23.78,1,22.0028,1
31.06,86.0,213.0,2011-05-06 14:00:00,0,40,127.0,2,24.6,1,30.0026,1
31.06,89.0,260.0,2011-05-06 15:00:00,0,38,171.0,2,24.6,1,26.0027,1
31.06,82.0,344.0,2011-05-06 16:00:00,0,40,262.0,2,24.6,1,16.9979,1
27.275,83.0,553.0,2011-05-06 17:00:00,0,40,470.0,2,23.78,1,23.9994,1
25.76,85.0,470.0,2011-05-06 18:00:00,0,52,385.0,2,22.14,3,23.9994,1
25.76,39.0,292.0,2011-05-06 19:00:00,0,52,253.0,2,22.14,3,23.9994,1
25.0,29.0,190.0,2011-05-06 20:00:00,0,48,161.0,2,21.32,1,7.0015,1
23.485,22.0,152.0,2011-05-06 21:00:00,0,67,130.0,2,19.68,1,8.9981,1
22.725,46.0,151.0,2011-05-06 22:00:00,0,72,105.0,2,18.86,1,15.0013,1
21.97,27.0,120.0,2011-05-06 23:00:00,0,82,93.0,2,18.04,1,8.9981,1
21.21,10.0,86.0,2011-05-07 00:00:00,0,82,76.0,2,17.22,1,8.9981,0
21.21,8.0,58.0,2011-05-07 01:00:00,0,82,50.0,2,17.22,1,7.0015,0
21.21,5.0,52.0,2011-05-07 02:00:00,0,82,47.0,2,17.22,1,6.0032,0
21.21,9.0,18.0,2011-05-07 03:00:00,0,77,9.0,2,17.22,1,6.0032,0
20.455,1.0,5.0,2011-05-07 04:00:00,0,82,4.0,2,16.4,1,7.0015,0
22.725,4.0,7.0,2011-05-07 05:00:00,0,59,3.0,2,18.86,1,8.9981,0
